",""IMDB_ID"",""MOVIELENS_ID"",""TITLE"",""GENRES_CODE"",""YEAR"",""LENGTH"",""POSTER"",""YOU_TUBE_ID"",""IMDB_RATING"",""IMDB_VOTES"",""f1"",""f2"",""f4"",""f6"""
"284,""tt0108026"",525,""The Saint of Fort Washington"",""0000000100000000000"",1993,""103 min"",""MV5BMTQxOTQ1NzYzOV5BMl5BanBnXkFtZTcwOTM3NjYxNA@@._V1_SX300.jpg"",""5xze8m8Tiq4"",7.2,1902,0.75130035174,0.659060277861,0.861885163793,0.621024202669"
"286,""tt0108065"",529,""Searching for Bobby Fischer"",""0000000100000000000"",1993,""109 min"",""MV5BMTI3NzY3ODg3N15BMl5BanBnXkFtZTcwNzU1NzcyMQ@@._V1_SX300.jpg"",""8khmNiamBxo"",7.5,23047,0.645067314089,0.821270129306,0.693537359482,0.614840783261"
"287,""tt0111102"",530,""Second Best"",""0000000100000000000"",1994,""105 min"",""MV5BMTAwMDE0ODczNzFeQTJeQWpwZ15BbWU3MDQ3NjgxMzE@._V1_SX300.jpg"",""mJNjXDI1RVc"",7.2,1050,0.62834194186,0.649642248477,0.556946580638,0.549686231648"
"288,""tt0111127"",532,""Serial Mom"",""0000110000100000000"",1994,""95 min"",""MV5BMTgxNjIxOTk5NF5BMl5BanBnXkFtZTcwNzc2MTI2MQ@@._V1_SX300.jpg"",""OAcimdt8Po0"",6.7,20687,0.668112611732,0.673529135688,0.623458772899,0.573263515827"
"289,""tt0111143"",533,""The Shadow"",""1100000010000100000"",1994,""108 min"",""MV5BMjE0NTY0NDE4N15BMl5BanBnXkFtZTcwMjE0MjAwMQ@@._V1_SX300.jpg"",""2tmmK60QyUM"",6,18134,0.587381195311,0.412854203427,0.5507675794,0.573825251822"
"290,""tt0108122"",535,""Short Cuts"",""0000000100000000000"",1993,""187 min"",""MV5BMTM1MDc2ODQyM15BMl5BanBnXkFtZTcwODU4MjY5MQ@@._V1_SX300.jpg"",""aQZD0vKvSJY"",7.7,34410,0.76394920407,0.493354494494,0.612295064865,0.607244978866"
"291,""tt0111194"",536,""A Simple Twist of Fate"",""0000000100000000000"",1994,""106 min"",""MV5BMjE1ODY3Njc4Nl5BMl5BanBnXkFtZTcwNzE4MDYxMQ@@._V1_SX300.jpg"",""ILhJyrY2nXY"",6.3,4041,0.0492589525845,0.658968539666,0.634733033864,0.529065035978"
"292,""tt0111201"",537,""Sirens"",""0000000100000000000"",1993,""98 min"",""MV5BMjE2NDQzNTYwMV5BMl5BanBnXkFtZTcwOTQ1MTEyMQ@@._V1_SX300.jpg"",""JTzat7vRdCQ"",5.8,8209,0.756211114834,0.547439678639,0.47904389005,0.542925134865"
"293,""tt0108149"",538,""Six Degrees of Separation"",""0000000100000000000"",1993,""112 min"",""MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_SX300.jpg"",""JWr5hBNWBOI"",6.9,16073,0.621261501239,0.522840481117,0.720655285421,0.580647839529"
"294,""tt0108160"",539,""Sleepless in Seattle"",""0000100100000010000"",1993,""105 min"",""MV5BNzc0MDkwNjI0NF5BMl5BanBnXkFtZTgwMTY1MjEyMDE@._V1_SX300.jpg"",""4J7gg1V0oak"",6.8,119035,0.775494401562,0.517942468599,0.628091254864,0.5613235752"
"295,""tt0108162"",540,""Sliver"",""0000000000000000100"",1993,""107 min"",""MV5BMTI1MDUxNDk3MV5BMl5BanBnXkFtZTcwNDQ2NDQzMQ@@._V1_SX300.jpg"",""5UNwxC-uPX0"",4.9,22262,0.582716318911,0.713414388163,0.678889360499,0.625287942454"
"296,""tt0083658"",541,""Blade Runner"",""1000000000000001100"",1982,""117 min"",""MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@._V1_SX300.jpg"",""eogpIG53Cis"",8.2,445058,0.74755113672,0.734245219125,0.486262755569,0.62066522643"
"297,""tt0108186"",542,""Son in Law"",""0000100100000010000"",1993,""95 min"",""MV5BMTUxNDkyODMwN15BMl5BanBnXkFtZTYwODA3NjU5._V1_SX300.jpg"",""K0ImPG1KzSI"",5.6,12716,0.708643827204,0.603929723954,0.710500110867,0.597865242795"
"298,""tt0108174"",543,""So I Married an Axe Murderer"",""0000100000000010100"",1993,""93 min"",""MV5BMTY3OTY0NzYzMV5BMl5BanBnXkFtZTcwMDc2MjYxMQ@@._V1_SX300.jpg"",""yto08I_IiAg"",6.4,27486,0.799526468002,0.616582397539,0.485658233235,0.585971685695"
"299,""tt0108238"",544,""Striking Distance"",""1000010000000000000"",1993,""102 min"",""MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_SX300.jpg"",""5PbX4LXD6Es"",5.8,32911,0.553909240677,0.704441231793,0.754169323835,0.63966346197"
"301,""tt0111323"",547,""Surviving the Game"",""1100000000000000100"",1994,""96 min"",""MV5BMTIxMzY0MDU0OV5BMl5BanBnXkFtZTcwNjIxNTYyMQ@@._V1_SX300.jpg"",""HlUQFDxJedg"",6.1,8120,0.592503105188,0.711655568209,0.69227641272,0.725484897069"
"302,""tt0111400"",548,""Terminal Velocity"",""1000000000000100100"",1994,""102 min"",""MV5BMjE5MzUxMjIxMF5BMl5BanBnXkFtZTcwNDA3MzQyMQ@@._V1_SX300.jpg"",""cMzjb5OeYng"",5.4,10359,0.420263664021,0.806731209503,0.726230034304,0.65993195546"
"303,""tt0111418"",550,""Threesome"",""0000100000000010000"",1994,""89 min"",""MV5BMTM1NzQ4NDI3Ml5BMl5BanBnXkFtZTcwMDM0NzMyMQ@@._V1_SX300.jpg"",""1vwwxy5BRow"",6.2,10849,0.606842858762,0.761172300844,0.599080453442,0.676497670472"
"304,""tt0107688"",551,""The Nightmare Before Christmas"",""0011000010001000000"",1993,""76 min"",""MV5BMTc5MDY0MjkwNV5BMl5BanBnXkFtZTcwNTk2Njk3OA@@._V1_SX300.jpg"",""wr6N_hZyBCk"",8,215949,0.73900382764,0.762717867681,0.479160432685,0.638342784062"
"305,""tt0108333"",552,""The Three Musketeers"",""1100100000000010000"",1993,""105 min"",""MV5BMjExNzg2NTU3MV5BMl5BanBnXkFtZTYwMDY4MDk5._V1_SX300.jpg"",""mQd3MwT2fAM"",6.3,40616,0.47396959408,0.674840388795,0.69252259758,0.520256991674"
"306,""tt0111488"",554,""Trial by Jury"",""0000010100000000100"",1994,""107 min"",""MV5BMTQzMzAzNzk0Ml5BMl5BanBnXkFtZTYwMjk1NzE5._V1_SX300.jpg"",""rWex2UE0ukg"",5.3,1392,0.661875587011,0.675311741102,0.64138333734,0.509063131865"
"307,""tt0108399"",555,""True Romance"",""0000010000000000100"",1993,""120 min"",""MV5BMTMxMTM3MDIwM15BMl5BanBnXkFtZTcwMDYyOTUyMg@@._V1_SX300.jpg"",""_wNYNDzKpuQ"",8,159589,0.620722548432,0.703139688935,0.594247526199,0.576482239034"
"308,""tt0110763"",558,""The Pagemaster"",""1111000010000000000"",1994,""80 min"",""MV5BMTc2MjY4MjYwN15BMl5BanBnXkFtZTcwNDI3MjAyMQ@@._V1_SX300.jpg"",""u-gJr7iU6kI"",5.9,15392,0.527061182067,0.698914545029,0.621887553474,0.60046823406"
"311,""tt0107002"",563,""Germinal"",""0000000100000010000"",1993,""160 min"",""MV5BMzk5NTA4MjMwNl5BMl5BanBnXkFtZTYwMTg4NTg5._V1_SX300.jpg"",""OJLolvU1Jpg"",7.1,3396,0.444794374691,0.586741054769,0.66394175313,0.67602514856"
"312,""tt0109403"",564,""Chasers"",""0000100000000000000"",1994,""102 min"",""MV5BMTYzNTQ1OTUxOV5BMl5BanBnXkFtZTcwNTY5NjkxMQ@@._V1_SX300.jpg"",""P0sQx2yDK1Q"",4.9,4418,0.596637306815,0.574636522124,0.652171308178,0.753996211332"
"313,""tt0104029"",565,""Cronos"",""0000000100100000000"",1993,""94 min"",""MV5BMTc4MTU0MzE1N15BMl5BanBnXkFtZTcwOTg1OTU0NA@@._V1_SX300.jpg"",""nk-LTeMVGF0"",6.7,19128,0.63968065259,0.528334263535,0.682437534558,0.671878874765"
"314,""tt0110623"",566,""Naked in New York"",""0000100000000010000"",1993,""95 min"",""MV5BMTI2MTI0OTc3N15BMl5BanBnXkFtZTcwNzY2NjYyMQ@@._V1_SX300.jpg"",""ayhyRRhCmzM"",5.7,1319,0.677655479441,0.528027689044,0.472530130919,0.662307442736"
"315,""tt0107315"",567,""Kika"",""0000100100000000000"",1993,""114 min"",""MV5BMTg5MTU3NzQ3MF5BMl5BanBnXkFtZTYwOTU1NzU5._V1_SX300.jpg"",""dK9qQ9w_Gww"",6.5,9169,0.804473677696,0.56145276709,0.637305943688,0.672710217787"
"316,""tt0106408"",568,""Bhaji on the Beach"",""0000100100000000000"",1993,""101 min"",""MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1_SX300.jpg"",""20KdLa-9d2c"",6.5,834,0.688670934917,0.56038796073,0.673585005319,0.729322520242"
"317,""tt0110363"",569,""Little Big League"",""0000100100000000000"",1994,""119 min"",""MV5BMTcyMDE3MzU0OF5BMl5BanBnXkFtZTcwNDM0NTIyMQ@@._V1_SX300.jpg"",""Ty4dtsphtA8"",6,7660,0.676282343635,0.630012550812,0.631289382321,0.739935656977"
"318,""tt0107349"",570,""The Slingshot"",""0000100100000000000"",1993,""102 min"",""MV5BMTI4OTM2Njg1MV5BMl5BanBnXkFtZTYwODAyNzg5._V1_SX300.jpg"",""4FlM9EEQfvU"",6.5,1548,0.63144476868,0.62132250634,0.766073177192,0.766838712685"
"319,""tt0111709"",571,""Wide-Eyed and Legless"",""0000000100000010000"",1993,""102 min"",""MV5BNTA0MTExMDY1NF5BMl5BanBnXkFtZTcwMzI4MjkxMQ@@._V1_SX300.jpg"",""rhkTebVYZdU"",7.3,177,0.587908106953,0.527904580051,0.807356510138,0.59124155443"
"321,""tt0107225"",573,""Ciao, Professore!"",""0000000100000000000"",1992,""100 min"",""MV5BMTA1MzMzODE4ODVeQTJeQWpwZ15BbWU3MDg4NzQ1MjE@._V1_SX300.jpg"",""pnVbfO-jw_s"",6.8,1387,0.666936956075,0.588094176125,0.543206792891,0.574497443054"
"322,""tt0111252"",574,""Spanking the Monkey"",""0000100100000000000"",1994,""100 min"",""MV5BMjE5NTA0MDc0Ml5BMl5BanBnXkFtZTcwMTQ4MjYzMQ@@._V1_SX300.jpg"",""zCxlFPnsEU4"",6.3,5008,0.813441823792,0.594025792046,0.525092171191,0.575506495413"
"323,""tt0110366"",575,""The Little Rascals"",""0001100000000000000"",1994,""82 min"",""MV5BMTQ0NjUzMTcyNV5BMl5BanBnXkFtZTcwOTY5MzEyMQ@@._V1_SX300.jpg"",""MsV6r1nbSGk"",6.3,32847,0.704336874225,0.681636506129,0.82956645294,0.669554317598"
"324,""tt0108059"",579,""La scorta"",""0000010000000000100"",1993,""96 min"",""MV5BMTkzMTg0MTAxNF5BMl5BanBnXkFtZTYwMDUwNzI5._V1_SX300.jpg"",""CyMgybWPCyw"",6.9,646,0.675311741102,0.704316294141,0.69196436636,0.66316561983"
"325,""tt0110892"",580,""Princess Caraboo"",""0000000100000000000"",1994,""97 min"",""MV5BMTI2MDg5ODgzN15BMl5BanBnXkFtZTcwNzQ1ODEzMQ@@._V1_SX300.jpg"",""c64OgMcMknM"",6,2090,0.609641889514,0.534692974734,0.628715848699,0.719900120651"
"327,""tt0099785"",586,""Home Alone"",""0001100000000000000"",1990,""103 min"",""MV5BMjA5NjA5NzE4OF5BMl5BanBnXkFtZTgwNzUxNDg4NjE@._V1_SX300.jpg"",""sHbo6zjTW6s"",7.5,299808,0.696545070761,0.596575111151,0.594334301753,0.72593560518"
"328,""tt0099653"",587,""Ghost"",""0000100110000010100"",1990,""127 min"",""MV5BMTU0NzQzODUzNl5BMl5BanBnXkFtZTgwMjc5NTYxMTE@._V1_SX300.jpg"",""vIy3MDzPyKg"",7,149831,0.628290771661,0.665630434988,0.572080758328,0.374374936382"
"329,""tt0103639"",588,""Aladdin"",""0111100000001000000"",1992,""90 min"",""MV5BNTI4ODQ1MzAzNV5BMl5BanBnXkFtZTgwMzU4NzMxMDE@._V1_SX300.jpg"",""_SHlwJmL1jY"",8,249838,0.571545827626,0.813366846606,0.739926704087,0.660021852062"
"330,""tt0103064"",589,""Terminator 2: Judgment Day"",""1000000000000001000"",1991,""137 min"",""MV5BMTI4MDAwMDY3N15BMl5BanBnXkFtZTcwODIwMzMzMQ@@._V1._CR46,1,342,473_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg"",""lwSysg9o7wE"",8.5,714845,0.524381485984,0.694574346946,0.795324934656,0.683309185019"
"331,""tt0099348"",590,""Dances with Wolves"",""0100000100000000001"",1990,""181 min"",""MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg"",""bZJdhq0_Moo"",8,181206,0.614411207841,0.716962049771,0.61183757539,0.649299952193"
"332,""tt0096895"",592,""Batman"",""1000010000000000100"",1989,""126 min"",""MV5BMTYwNjAyODIyMF5BMl5BanBnXkFtZTYwNDMwMDk2._V1_SX300.jpg"",""HlsM2_8u_mk"",7.6,260641,0.584017230865,0.778980320098,0.683233925596,0.601053961306"
"333,""tt0102926"",593,""The Silence of the Lambs"",""0000010000100000100"",1991,""118 min"",""MV5BMTQ2NzkzMDI4OF5BMl5BanBnXkFtZTcwMDA0NzE1NA@@._V1_SX300.jpg"",""lQKs169Sl0I"",8.6,847200,0.628985619625,0.688270518666,0.674142542661,0.5515478158"
"335,""tt0101414"",595,""Beauty and the Beast"",""0011000010011010000"",1991,""84 min"",""MV5BMTkyMDgwODY0OV5BMl5BanBnXkFtZTgwODI5NTQ5MTE@._V1_SX300.jpg"",""tRlzmyveDHE"",8,294356,0.636310364762,0.693886496001,0.676260408528,0.613634380479"
"336,""tt0032910"",596,""Pinocchio"",""0011000010001000000"",1940,""88 min"",""MV5BMTU4Mzk3ODIyOF5BMl5BanBnXkFtZTgwODgyNzk2NjE@._V1_SX300.jpg"",""UQzZANZ4R14"",7.5,85864,0.69841152253,0.718779667672,0.81672976709,0.689309147167"
"337,""tt0110719"",598,""Window to Paris"",""0000100010000000000"",1993,""87 min"",""MV5BMTU5OTAxNjg2NV5BMl5BanBnXkFtZTcwNjQwNDMzMQ@@._V1_SX300.jpg"",""S-fO805VDqI"",7.4,1093,0.633314573032,0.699558096396,0.77542286551,0.682004497585"
"338,""tt0110395"",600,""Love and a .45"",""1000110000000000000"",1994,""101 min"",""MV5BMzI2MzUxOTcxM15BMl5BanBnXkFtZTcwMjQ2MDA4Mg@@._V1_SX300.jpg"",""B3AqG25J_Vo"",6.1,3260,0.615453685958,0.69540869871,0.479433588472,0.507232887248"
"339,""tt0109934"",602,""A Great Day in Harlem"",""0000001000000000000"",1994,""60 min"",""MV5BMjA5MzU5NTE2Ml5BMl5BanBnXkFtZTcwOTUzNDEzMQ@@._V1_SX300.jpg"",""rctcEsEpppM"",7.5,339,0.654544277059,0.707278352805,0.479384580194,0.614258516312"
"340,""tt0112606"",603,""Bye Bye Love"",""0000100000000000000"",1995,""106 min"",""MV5BMTQ1NDIyMDkzM15BMl5BanBnXkFtZTcwNzcwODcyMQ@@._V1_SX300.jpg"",""FgAPBH41mVs"",6.1,4017,0.746046225001,0.712873667102,0.758131571272,0.657897861636"
"341,""tt0112625"",606,""Candyman: Farewell to the Flesh"",""0000000010100000000"",1995,""93 min"",""MV5BMTgyNzIwOTkwN15BMl5BanBnXkFtZTYwNzIzNTE5._V1_SX300.jpg"",""jpInUUDkZwo"",5.2,7270,0.519989027752,0.80761195424,0.575836570533,0.606856627366"
"343,""tt0116282"",608,""Fargo"",""0000110100000000100"",1996,""98 min"",""MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@._V1_SX300.jpg"",""h2tY82z3xXU"",8.2,435149,0.608531256647,0.663673362262,0.613881620137,0.561891785424"
"344,""tt0116552"",609,""Homeward Bound II: Lost in San Francisco"",""0101000000000000000"",1996,""89 min"",""MV5BMTI2ODg4NTg5MF5BMl5BanBnXkFtZTYwMzUwMzk4._V1_SX300.jpg"",""N6KUZWfUjNU"",5.9,10270,0.605105689055,0.762566840925,0.767329566509,0.738240188261"
"345,""tt0116514"",611,""Hellraiser: Bloodline"",""1000000000100001000"",1996,""85 min"",""MV5BMTAzMzU3NTg5MzFeQTJeQWpwZ15BbWU3MDA0OTkzMjE@._V1_SX300.jpg"",""Elw4VOmot7Q"",5,13900,0.478941894141,0.507420299915,0.643336250258,0.0182815740559"
"346,""tt0117283"",612,""The Pallbearer"",""0000100000000000000"",1996,""98 min"",""MV5BNzc2NjAzODYzN15BMl5BanBnXkFtZTcwMDQ2NzcxMQ@@._V1_SX300.jpg"",""8e9fp9TAJCY"",4.9,6022,0.726743096484,0.635380441069,0.643822169299,0.209960617412"
"347,""tt0116684"",613,""Jane Eyre"",""0000000100000010000"",1996,""112 min"",""MV5BMTY5MTg5OTk1NV5BMl5BanBnXkFtZTcwOTI5MDQyMQ@@._V1_SX300.jpg"",""GUWge7rMByw"",6.8,7472,0.641230106404,0.601584011919,0.624279017089,0.476685940162"
"349,""tt0065421"",616,""The AristoCats"",""0011000000000000000"",1970,""78 min"",""MV5BMjA4OTg4MDQ4NF5BMl5BanBnXkFtZTgwNjY0MzcxMTE@._V1_SX300.jpg"",""scZSFUwgeIM"",7.1,60669,0.570250391471,0.735941970218,0.772365293175,0.841827208886"
"350,""tt0113083"",617,""The Flower of My Secret"",""0000100100000000000"",1995,""103 min"",""MV5BMjAxMTM1OTQ3MV5BMl5BanBnXkFtZTcwNjQ1MzgyMQ@@._V1_SX300.jpg"",""BBzIoP9EgEU"",7.1,7608,0.701491887133,0.73008896753,0.580429576359,0.800070874555"
"351,""tt0116165"",619,""Ed"",""0000100000000000000"",1996,""94 min"",""MV5BMTI0MjU2NDUxNV5BMl5BanBnXkFtZTcwNzIyMDIyMQ@@._V1_SX300.jpg"",""6Ns29dh4yok"",2.6,6931,0.654424519898,0.732452029845,0.634161435364,0.81091212886"
"352,""tt0107471"",621,""My Favorite Season"",""0000000100000000000"",1993,""127 min"",""MV5BNTgxMzc3OTMzNF5BMl5BanBnXkFtZTcwNTUyNDMyMQ@@._V1_SX300.jpg"",""z7tbO3dwri0"",7.3,1502,0.68250463077,0.733215476796,0.382728248539,0.826707111235"
"354,""tt0113613"",627,""The Last Supper"",""0000000100000000100"",1995,""92 min"",""MV5BMTY2MTAxMDUyMF5BMl5BanBnXkFtZTcwOTk1NjMyMQ@@._V1_SX300.jpg"",""znpnPmaJ-f0"",6.8,11980,0.751079751795,0.524310172128,0.7314812859,0.823423218327"
"355,""tt0117381"",628,""Primal Fear"",""0000010100000100100"",1996,""129 min"",""MV5BMTk0MjkxNzczNF5BMl5BanBnXkFtZTgwMzEyNjQxMTE@._V1_SX300.jpg"",""A9i0Z9X7lrU"",7.7,126811,0.574378520741,0.671315446866,0.747602681328,0.433657125297"
"357,""tt0112844"",633,""Denise Calls Up"",""0000100000000000000"",1995,""80 min"",""MV5BMTM5MTM1NjIxNV5BMl5BanBnXkFtZTcwMTc5OTkxMQ@@._V1_SX300.jpg"",""e-JxpM43YLY"",6.8,1064,0.661314029553,0.629970690686,0.504861082154,0.481344089294"
"358,""tt0116275"",635,""A Family Thing"",""0000100100000000000"",1996,""109 min"",""MV5BMjE1MjI1MTkwNl5BMl5BanBnXkFtZTYwNjcwNDU5._V1_SX300.jpg"",""0-73pwjNJes"",6.9,2634,0.610190618335,0.630505026981,0.744293804148,0.69927363798"
"359,""tt0117608"",637,""Sgt. Bilko"",""0000100000000000000"",1996,""93 min"",""MV5BMjAzMjMxOTA1OF5BMl5BanBnXkFtZTcwNTk5MzAzMQ@@._V1_SX300.jpg"",""lnymWvGgVUw"",5.7,17424,0.665104498965,0.640591908164,0.755872519786,0.554233986339"
"360,""tt0116414"",639,""Girl 6"",""0000100100000000000"",1996,""108 min"",""MV5BMTkwMjE2NTcxN15BMl5BanBnXkFtZTcwMTMzMzIzMQ@@._V1_SX300.jpg"",""nVb50g_RGVo"",5,4896,0.714322535864,0.640732466964,0.621551535388,0.626997459581"
"361,""tt0116095"",640,""Diabolique"",""0000000100000000100"",1996,""107 min"",""MV5BOTg1Mjk0OTYxNF5BMl5BanBnXkFtZTcwNTg3ODIyMQ@@._V1_SX300.jpg"",""5lOxUJ_SIcM"",5.3,10870,0.595696512161,0.500392426109,0.676893392638,0.399819103769"
"362,""tt0111543"",641,""Little Indian, Big City"",""0101100000000000000"",1994,""90 min"",""MV5BMjMzMjAxNTYyMF5BMl5BanBnXkFtZTYwMzE4ODc4._V1_SX300.jpg"",""yEODn9S75fc"",5.5,2832,0.585892630381,0.359235493332,0.814445506566,0.113789839482"
"363,""tt0115956"",647,""Courage Under Fire"",""1000010100000000010"",1996,""116 min"",""MV5BMTMwNDk0NjUzOF5BMl5BanBnXkFtZTcwNjcxODIyMQ@@._V1_SX300.jpg"",""9ZQE49MjyYQ"",6.6,38642,0.642094213911,0.508566304815,0.627428000267,0.684371282289"
"364,""tt0117060"",648,""Mission: Impossible"",""1100000000000100100"",1996,""110 min"",""MV5BMTc3NjI2MjU0Nl5BMl5BanBnXkFtZTgwNDk3ODYxMTE@._V1_SX300.jpg"",""vadCbBuUM0E"",7.1,290220,0.455690890067,0.58504390542,0.570034914316,0.445014538837"
"365,""tt0112257"",652,""301/302"",""0000000000100100100"",1995,""100 min"",""MV5BMTIxMDkwMzgyNV5BMl5BanBnXkFtZTcwNzMxNDcyMQ@@._V1_SX300.jpg"",""jWRLGF_87Qo"",6.6,869,0.715166614023,0.574834104197,0.618122493576,0.461554329655"
"366,""tt0116136"",653,""DragonHeart"",""1100000010000000000"",1996,""103 min"",""MV5BMTQ3MjEzODczMF5BMl5BanBnXkFtZTYwODUwMzA5._V1_SX300.jpg"",""SF9tgeo1HuA"",6.4,77003,0.569917050013,0.642268818728,0.689289278944,0.469759377486"
"367,""tt0116168"",656,""Eddie"",""0000100000000000000"",1996,""100 min"",""MV5BMTg0MDE4NzIyMl5BMl5BanBnXkFtZTYwMTgxNTg5._V1_SX300.jpg"",""dzQSpj5xy14"",5.1,6968,0.412446760883,0.556573714032,0.690839801292,0.591375599152"
"370,""tt0054189"",659,""Purple Noon"",""0000010100000000100"",1960,""118 min"",""MV5BMjAwOTA4MzEwM15BMl5BanBnXkFtZTgwODc3OTc5MTE@._V1_SX300.jpg"",""IZ3Yr58P1UM"",7.8,8985,0.73250707086,0.591586196585,0.742674976297,0.655069619498"
"371,""tt0115591"",660,""August"",""0000000100000000000"",1996,""94 min"",""MV5BMjE5MDM3Njg3M15BMl5BanBnXkFtZTcwNTMzNDQzMQ@@._V1_SX300.jpg"",""A47oRfsm4Fg"",6.1,607,0.523164088282,0.523501512375,0.542208207507,0.579410886871"
"372,""tt0116683"",661,""James and the Giant Peach"",""0111000010001000000"",1996,""79 min"",""MV5BMTkwMzEwMTQwNl5BMl5BanBnXkFtZTcwNTg3MzAyMQ@@._V1_SX300.jpg"",""iqrGesf2xbg"",6.7,48182,0.671731548504,0.584440399075,0.780892514089,0.597108204262"
"373,""tt0116269"",664,""Faithful"",""0000100000000000000"",1996,""91 min"",""MV5BMjExMjA1NTk0OF5BMl5BanBnXkFtZTcwMTQyMDcyMQ@@._V1_SX300.jpg"",""chq3Rv2EcIg"",5.9,1572,0.670543653036,0.534289354674,0.706935946833,0.557557116239"
"374,""tt0114787"",665,""Underground"",""0000100100000000010"",1995,""167 min"",""MV5BMTgxMjI0MzY4MV5BMl5BanBnXkFtZTcwMzYxMzQyMQ@@._V1_SX300.jpg"",""iKdl5r7_ZPc"",8.1,43508,0.712349391127,0.533928178165,0.643801798491,0.56138688701"
"376,""tt0117705"",673,""Space Jam"",""0111100010000001000"",1996,""88 min"",""MV5BMTQ5NDg1NTgwOV5BMl5BanBnXkFtZTcwODAwNDAwMQ@@._V1_SX300.jpg"",""G4E2eJkoRPo"",6.3,107127,0.638502724278,0.65182664563,0.734783077136,0.57944567826"
"380,""tt0114307"",679,""The Run of the Country"",""0000000100000000000"",1995,""109 min"",""MV5BNTY1MTk2MjIxOV5BMl5BanBnXkFtZTcwNjI2MzMyMQ@@._V1_SX300.jpg"",""QYXCFtoTFVs"",6.2,316,0.682482893272,0.794546919463,0.627453061375,0.522771541675"
"381,""tt0058898"",680,""Alphaville"",""0000000100000111100"",1965,""99 min"",""MV5BMjE1MDUxNDk2NF5BMl5BanBnXkFtZTgwMDM5MDY5MDE@._V1_SX300.jpg"",""I0Mu_Ck6ypY"",7.2,16226,0.62819526022,0.574378520741,0.660512370349,0.0560123599138"
"382,""tt0082206"",681,""Coup de torchon"",""0000010000000000000"",1981,""128 min"",""MV5BMTg3MDQ3NzE5MV5BMl5BanBnXkFtZTcwNzQ4MzEyMQ@@._V1_SX300.jpg"",""_r3q6ZCpRKY"",7.7,3597,0.671436529851,0.459891098817,0.671128985107,0.216372660626"
"386,""tt0113443"",685,""It's My Party"",""0000000100000000000"",1996,""110 min"",""MV5BMTExNzA0MzAwMTdeQTJeQWpwZ15BbWU2MDE0OTU5OQ@@._V1_SX300.jpg"",""rnGrECRnhYI"",7.2,2313,0.539307327491,0.47866005049,0.467346772031,0.465602382913"
"387,""tt0109491"",687,""Country Life"",""0000000100000010000"",1994,""118 min"",""MV5BMjEzNzM5MDM1Ml5BMl5BanBnXkFtZTcwMDMwMTYyMQ@@._V1_SX300.jpg"",""3B7HG8_xbDw"",6.9,576,0.576274655902,0.544291204685,0.78109433212,0.515077949799"
"388,""tt0117104"",691,""Mrs. Winterbourne"",""0000100000000010000"",1996,""105 min"",""MV5BMTc1NzQ5MjIxNl5BMl5BanBnXkFtZTcwNTQ1MzIyMQ@@._V1_SX300.jpg"",""hFHYI9wndWU"",6.2,5509,0.653124325901,0.652629653207,0.585892630381,0.483934873244"
"389,""tt0117688"",692,""Solo"",""1000000000000001100"",1996,""94 min"",""MV5BNzI1NDIyMDc1Ml5BMl5BanBnXkFtZTcwNjU2ODMyMQ@@._V1_SX300.jpg"",""sV-4gWRtNxY"",3.9,3419,0.517213891485,0.487002128047,0.685982508768,0.487106806515"
"390,""tt0117774"",694,""The Substitute"",""1000010100000000000"",1996,""114 min"",""MV5BMjA1MTczNzUzOF5BMl5BanBnXkFtZTcwODg4NzcxMQ@@._V1_SX300.jpg"",""vsaUp6_jcJY"",5.9,9030,0.568495105278,0.612615035471,0.822052060565,0.627542447537"
"391,""tt0114736"",695,""True Crime"",""0000000000000100100"",1995,""94 min"",""MV5BMTIyMTQ0NTg3OV5BMl5BanBnXkFtZTcwNzYxNTQyMQ@@._V1_SX300.jpg"",""m1ezoUr-Ygk"",5.2,1652,0.513196408873,0.541677571909,0.645965021131,0.482826194245"
"392,""tt0109593"",698,""Delta of Venus"",""0000000100000000000"",1995,""102 min"",""MV5BMTgzNjg0MTI2MF5BMl5BanBnXkFtZTcwODM0OTYyMQ@@._V1_SX300.jpg"",""n1haG6CTEgo"",4.5,1445,0.676010113433,0.605008580329,0.548804711825,0.588326778563"
"393,""tt0112368"",700,""Angus"",""0000100000000000000"",1995,""90 min"",""MV5BNDk4NzQzMTMwNF5BMl5BanBnXkFtZTcwNzQzMDAyMw@@._V1_SX300.jpg"",""dKi_P-t2dU0"",6.7,5474,0.613732310242,0.603915059209,0.624712418369,0.598604501332"
"395,""tt0115742"",703,""Boys"",""0000000100000000000"",1996,""86 min"",""MV5BMjE2MzE3NTg1OF5BMl5BanBnXkFtZTcwOTg3ODUyMQ@@._V1_SX300.jpg"",""iUIAxTxrnCc"",4.8,2977,0.67820297817,0.864287815166,0.668234979442,0.910543776118"
